player_1_score,player_2_score,player_3_score,player_4_score
121,32,55,44
140,46,27,67
194,81,20,30
207,54,19,33
174,84,32,38
177,30,27,71
170,5,20,57
166,89,23,123
153,69,36,88
118,50,19,62
140,123,46,15
185,55,26,79
155,40,25,76
217,80,30,31
152,98,29,30
207,82,14,26
159,120,27,46
158,61,26,59
123,59,28,49
229,143,30,73
211,93,19,64
142,44,27,94
155,38,25,41
173,49,21,30
169,66,22,17
123,64,22,70
145,78,11,45
170,27,24,49
186,47,28,86
142,32,11,32
138,16,18,65
145,54,20,87
134,28,33,57
256,73,24,112
130,58,28,72
202,114,27,41
237,88,35,29
246,56,29,44
198,23,21,55
142,75,30,86
210,72,33,68
0,123,13,111
171,9,26,59
197,25,22,86
249,46,45,45
164,26,23,53
183,67,17,32
252,47,22,60
139,53,22,73
329,276,23,62
244,28,28,63
260,65,30,31
119,12,18,79
148,57,24,49
204,56,16,43
182,76,12,63
215,60,16,72
176,60,19,44
158,61,19,119
157,89,28,70
163,318,17,44
161,60,24,79
205,46,8,71
139,29,28,99
133,50,34,60
144,34,20,54
175,79,31,82
195,28,18,69
190,62,35,69
142,52,25,57
119,52,13,64
144,90,33,54
147,32,23,56
169,72,11,68
222,29,29,60
151,99,22,50
145,87,32,55
199,239,30,41
154,45,11,59
171,71,9,85
210,81,21,97
126,53,21,46
